s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,AUC
2,1,0,-1,0,1,2,3,2,6,1,-1,0,1,0.9877905205 [0.986893815697-0.988687225402]
2,1,0,-1,0,1,2,3,2,6,2,-2,0,1,0.9884404108 [0.987292995201-0.989587826309]
2,1,0,-2,0,1,2,3,2,6,2,-2,0,1,0.9884404108 [0.987292995201-0.989587826309]
2,1,0,-1,0,1,2,3,2,6,2,-2,-1,1,0.9875811198 [0.986383740778-0.988778498739]
2,1,0,-2,-1,0,2,3,2,6,2,-2,0,1,0.9884404108 [0.987292995201-0.989587826309]
2,1,0,-2,-1,1,2,3,2,6,2,-2,0,1,0.9884404108 [0.987292995201-0.989587826309]
2,1,0,-2,0,1,2,3,2,6,2,-2,-1,1,0.9875811198 [0.986383740778-0.988778498739]
2,1,0,-2,-1,1,2,3,2,6,2,-2,-1,1,0.9875811198 [0.986383740778-0.988778498739]
2,1,0,-2,-1,0,2,3,2,6,2,-2,-1,1,0.9875811198 [0.986383740778-0.988778498739]
2,1,0,-2,-1,0,1,3,2,6,2,-2,0,1,0.9884404108 [0.987292995201-0.989587826309]
2,1,0,-2,-1,0,1,3,2,6,2,-2,-1,1,0.9875811198 [0.986383740778-0.988778498739]
2,1,0,-1,0,1,2,3,2,5,1,-1,0,2,0.9939776134 [0.993245196278-0.994710030494]
2,1,0,-1,0,1,2,3,2,4,1,-1,0,3,0.9954017764 [0.994680920444-0.996122632299]
2,1,0,-1,0,1,2,3,2,5,2,-2,0,2,0.9922588612 [0.991134363901-0.993383358460]
2,1,0,-1,0,1,2,3,2,4,2,-2,0,3,0.9933448118 [0.992222179497-0.994467444165]
2,1,0,-2,0,1,2,3,2,5,2,-2,0,2,0.9922588612 [0.991134363901-0.993383358460]
2,1,0,-2,-1,0,2,3,2,5,2,-2,0,2,0.9922588612 [0.991134363901-0.993383358460]
2,1,0,-2,-1,1,2,3,2,5,2,-2,0,2,0.9922588612 [0.991134363901-0.993383358460]
2,1,0,-2,0,1,2,3,2,4,2,-2,0,3,0.9933448118 [0.992222179497-0.994467444165]
2,1,0,-2,-1,0,2,3,2,4,2,-2,0,3,0.9933448118 [0.992222179497-0.994467444165]
2,1,0,-2,-1,1,2,3,2,4,2,-2,0,3,0.9933448118 [0.992222179497-0.994467444165]
2,1,0,-2,-1,0,1,3,2,5,2,-2,0,2,0.9922588612 [0.991134363901-0.993383358460]
2,1,0,-2,-1,0,1,3,2,4,2,-2,0,3,0.9933448118 [0.992222179497-0.994467444165]
2,1,0,-1,0,1,2,3,2,5,2,-2,-1,2,0.9913817131 [0.990204725590-0.992558700644]
2,1,0,-1,0,1,2,3,2,4,2,-2,-1,3,0.9924603564 [0.991284830387-0.993635882482]
2,1,0,-1,0,1,2,3,2,7,2,-2,-1,0,0.9692674828 [0.967743441438-0.970791524159]
2,1,0,-2,0,1,2,3,2,7,2,-2,-1,0,0.9692674828 [0.967743441438-0.970791524159]
2,1,0,-2,-1,0,2,3,2,7,2,-2,-1,0,0.9692674828 [0.967743441438-0.970791524159]
2,1,0,-2,-1,1,2,3,2,7,2,-2,-1,0,0.9692674828 [0.967743441438-0.970791524159]
2,1,0,-2,-1,0,1,3,2,7,2,-2,-1,0,0.9692674828 [0.967743441438-0.970791524159]
2,1,0,-2,0,1,2,3,2,5,2,-2,-1,2,0.9913817131 [0.990204725590-0.992558700644]
2,1,0,-2,0,1,2,3,2,4,2,-2,-1,3,0.9924603564 [0.991284830387-0.993635882482]
2,1,0,-2,-1,0,2,3,2,5,2,-2,-1,2,0.9913817131 [0.990204725590-0.992558700644]
2,1,0,-2,-1,1,2,3,2,5,2,-2,-1,2,0.9913817131 [0.990204725590-0.992558700644]
2,1,0,-2,-1,0,2,3,2,4,2,-2,-1,3,0.9924603564 [0.991284830387-0.993635882482]
2,1,0,-2,-1,1,2,3,2,4,2,-2,-1,3,0.9924603564 [0.991284830387-0.993635882482]
2,1,0,-2,-1,0,1,3,2,5,2,-2,-1,2,0.9913817131 [0.990204725590-0.992558700644]
2,1,0,-2,-1,0,1,3,2,4,2,-2,-1,3,0.9924603564 [0.991284830387-0.993635882482]
2,1,0,-1,0,1,3,4,3,6,1,-1,0,1,0.9893792550 [0.988311249134-0.990447260795]
2,1,0,-1,0,1,3,5,3,6,1,-1,0,1,0.9893748742 [0.988306864944-0.990442883466]
2,1,0,-1,0,1,3,5,4,6,1,-1,0,1,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,2,3,4,3,6,1,-1,0,1,0.9893792550 [0.988311249134-0.990447260795]
2,1,0,-1,0,2,3,5,3,6,1,-1,0,1,0.9893748742 [0.988306864944-0.990442883466]
2,1,0,-1,0,2,3,5,4,6,1,-1,0,1,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,2,4,2,6,1,-1,0,1,0.9878639264 [0.986967489863-0.988760363003]
2,1,0,-1,0,1,2,5,2,6,1,-1,0,1,0.9878622902 [0.986965849571-0.988758730885]
2,1,0,-1,0,1,2,4,3,6,1,-1,0,1,0.9893792550 [0.988311249134-0.990447260795]
2,1,0,-1,0,1,2,5,3,6,1,-1,0,1,0.9893748742 [0.988306864944-0.990442883466]
2,1,0,-1,0,1,2,5,4,6,1,-1,0,1,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,4,5,4,6,1,-1,0,1,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,2,4,5,4,6,1,-1,0,1,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,3,4,5,4,6,1,-1,0,1,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-1,0,1,3,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-1,0,1,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-1,0,1,3,5,3,6,3,-3,0,1,0.9926437078 [0.991531350670-0.993756064966]
2,1,0,-1,0,1,3,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-1,0,1,3,5,4,6,3,-3,0,1,0.9956716459 [0.994969521309-0.996373770507]
2,1,0,-2,0,1,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,0,1,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,0,1,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-2,-1,1,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,-1,1,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,-1,1,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,-2,1,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-2,-1,0,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,-1,0,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,-1,0,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,-2,0,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-1,0,2,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-1,0,2,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-2,0,2,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,0,2,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,0,2,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-2,-1,2,3,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,-1,2,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,-1,2,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-3,-2,2,3,4,3,6,3,-3,0,1,0.9926495526 [0.991537210216-0.993761894989]
2,1,0,-1,0,1,2,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-1,0,1,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,1,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,4,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,0,1,4,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,1,4,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,0,4,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,0,1,3,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-1,0,1,2,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,0,1,2,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,1,2,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,0,2,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,0,1,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,1,3,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-2,-1,0,3,5,4,6,2,-2,0,1,0.9961000724 [0.995613026179-0.996587118560]
2,1,0,-1,0,1,2,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-1,0,1,2,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,1,2,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,1,2,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-1,0,1,2,5,2,6,2,-2,0,1,0.9885100961 [0.987362874217-0.989657317918]
2,1,0,-2,0,1,2,5,2,6,2,-2,0,1,0.9885100961 [0.987362874217-0.989657317918]
2,1,0,-2,-1,1,2,5,2,6,2,-2,0,1,0.9885100961 [0.987362874217-0.989657317918]
2,1,0,-2,-1,0,2,5,2,6,2,-2,0,1,0.9885100961 [0.987362874217-0.989657317918]
2,1,0,-2,-1,0,1,5,2,6,2,-2,0,1,0.9885100961 [0.987362874217-0.989657317918]
2,1,0,-1,0,1,2,4,2,6,2,-2,0,1,0.9885129533 [0.987365742651-0.989660163904]
2,1,0,-2,0,1,2,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,-1,1,2,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,-1,0,2,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,-1,0,1,4,3,6,2,-2,0,1,0.9941819162 [0.993464856849-0.994898975478]
2,1,0,-2,0,1,3,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-2,-1,1,3,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-2,-1,0,3,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-2,-1,1,2,5,3,6,2,-2,0,1,0.9941763144 [0.993459225921-0.994893402877]
2,1,0,-1,0,1,2,4,2,5,1,-1,0,2,0.9939716161 [0.993239160772-0.994704071426]
3,1,0,-1,0,1,2,3,2,4,1,-1,0,2,0.9941701469 [0.993440096159-0.994900197641]
4,1,0,-1,0,1,2,3,2,4,1,-1,0,1,0.9880925160 [0.987197783803-0.988987248163]
3,1,0,-1,0,1,2,3,2,5,1,-1,0,1,0.9880404427 [0.987145372421-0.988935513078]
3,2,0,-1,0,1,2,3,2,4,1,-1,0,2,0.9947169764 [0.994019643133-0.995414309585]
4,2,0,-1,0,1,2,3,2,4,1,-1,0,1,0.9891397871 [0.988256194599-0.990023379524]
3,2,0,-1,0,1,2,3,2,5,1,-1,0,1,0.9890927425 [0.988208693827-0.989976791129]
4,3,0,-1,0,1,2,3,2,4,1,-1,0,1,0.9886199584 [0.987725023304-0.989514893555]
3,1,0,-1,0,1,2,4,2,5,1,-1,0,1,0.9881202360 [0.987225436424-0.989015035639]
3,2,0,-1,0,1,2,4,2,5,1,-1,0,1,0.9891744775 [0.988290602893-0.990058352029]
2,1,0,-1,0,1,3,4,3,5,1,-1,0,2,0.9962845139 [0.995806071510-0.996762956290]
3,1,0,-1,0,1,3,4,3,5,1,-1,0,1,0.9896028164 [0.988535518767-0.990670113947]
3,2,0,-1,0,1,3,4,3,5,1,-1,0,1,0.9892930994 [0.988226562522-0.990359636226]
2,1,0,-1,0,2,3,4,3,5,1,-1,0,2,0.9962845139 [0.995806071510-0.996762956290]
3,1,0,-1,0,2,3,4,3,5,1,-1,0,1,0.9896028164 [0.988535518767-0.990670113947]
3,2,0,-1,0,2,3,4,3,5,1,-1,0,1,0.9892930994 [0.988226562522-0.990359636226]
2,1,0,-1,0,1,2,4,3,5,1,-1,0,2,0.9962845139 [0.995806071510-0.996762956290]
3,1,0,-1,0,1,2,4,3,5,1,-1,0,1,0.9896028164 [0.988535518767-0.990670113947]
3,2,0,-1,0,1,2,4,3,5,1,-1,0,1,0.9892930994 [0.988226562522-0.990359636226]
3,1,0,-1,0,1,2,3,2,4,2,-2,0,2,0.9928145594 [0.991707114509-0.993922004296]
3,2,0,-1,0,1,2,3,2,4,2,-2,0,2,0.9936504344 [0.992622528181-0.994678340552]
4,1,0,-1,0,1,2,3,2,4,2,-2,0,1,0.9890956125 [0.987965053614-0.990226171342]
4,2,0,-1,0,1,2,3,2,4,2,-2,0,1,0.9910233754 [0.989972086304-0.992074664420]
4,3,0,-1,0,1,2,3,2,4,2,-2,0,1,0.9908385304 [0.989800062414-0.991876998461]
3,1,0,-2,0,1,2,3,2,4,2,-2,0,2,0.9928145594 [0.991707114509-0.993922004296]
3,2,0,-2,0,1,2,3,2,4,2,-2,0,2,0.9936504344 [0.992622528181-0.994678340552]
4,1,0,-2,0,1,2,3,2,4,2,-2,0,1,0.9890956125 [0.987965053614-0.990226171342]
4,2,0,-2,0,1,2,3,2,4,2,-2,0,1,0.9910233754 [0.989972086304-0.992074664420]
4,3,0,-2,0,1,2,3,2,4,2,-2,0,1,0.9908385304 [0.989800062414-0.991876998461]
3,1,0,-2,-1,1,2,3,2,4,2,-2,0,2,0.9928145594 [0.991707114509-0.993922004296]
3,2,0,-2,-1,1,2,3,2,4,2,-2,0,2,0.9936504344 [0.992622528181-0.994678340552]
4,1,0,-2,-1,1,2,3,2,4,2,-2,0,1,0.9890956125 [0.987965053614-0.990226171342]
4,2,0,-2,-1,1,2,3,2,4,2,-2,0,1,0.9910233754 [0.989972086304-0.992074664420]
4,3,0,-2,-1,1,2,3,2,4,2,-2,0,1,0.9908385304 [0.989800062414-0.991876998461]
3,1,0,-2,-1,0,2,3,2,4,2,-2,0,2,0.9928145594 [0.991707114509-0.993922004296]
3,1,0,-2,-1,0,1,3,2,4,2,-2,0,2,0.9928145594 [0.991707114509-0.993922004296]
3,2,0,-2,-1,0,2,3,2,4,2,-2,0,2,0.9936504344 [0.992622528181-0.994678340552]
3,2,0,-2,-1,0,1,3,2,4,2,-2,0,2,0.9936504344 [0.992622528181-0.994678340552]
4,1,0,-2,-1,0,2,3,2,4,2,-2,0,1,0.9890956125 [0.987965053614-0.990226171342]
4,1,0,-2,-1,0,1,3,2,4,2,-2,0,1,0.9890956125 [0.987965053614-0.990226171342]
4,2,0,-2,-1,0,2,3,2,4,2,-2,0,1,0.9910233754 [0.989972086304-0.992074664420]
4,2,0,-2,-1,0,1,3,2,4,2,-2,0,1,0.9910233754 [0.989972086304-0.992074664420]
4,3,0,-2,-1,0,2,3,2,4,2,-2,0,1,0.9908385304 [0.989800062414-0.991876998461]
4,3,0,-2,-1,0,1,3,2,4,2,-2,0,1,0.9908385304 [0.989800062414-0.991876998461]
2,1,0,-1,0,1,2,4,2,5,2,-2,0,2,0.9922526248 [0.991128107439-0.993377142180]
3,1,0,-1,0,1,2,3,2,5,2,-2,0,1,0.9890045916 [0.987873745480-0.990135437646]
3,2,0,-1,0,1,2,3,2,5,2,-2,0,1,0.9909134623 [0.989861753017-0.991965171644]
3,1,0,-1,0,1,2,4,2,5,2,-2,0,1,0.9890823433 [0.987951733504-0.990212953052]
3,2,0,-1,0,1,2,4,2,5,2,-2,0,1,0.9909933948 [0.989941892675-0.992044896990]
2,1,0,-2,0,1,2,4,2,5,2,-2,0,2,0.9922526248 [0.991128107439-0.993377142180]
2,1,0,-2,-1,1,2,4,2,5,2,-2,0,2,0.9922526248 [0.991128107439-0.993377142180]
3,1,0,-2,0,1,2,3,2,5,2,-2,0,1,0.9890045916 [0.987873745480-0.990135437646]
3,2,0,-2,0,1,2,3,2,5,2,-2,0,1,0.9909134623 [0.989861753017-0.991965171644]
3,1,0,-2,0,1,2,4,2,5,2,-2,0,1,0.9890823433 [0.987951733504-0.990212953052]
3,2,0,-2,0,1,2,4,2,5,2,-2,0,1,0.9909933948 [0.989941892675-0.992044896990]
3,1,0,-2,-1,1,2,3,2,5,2,-2,0,1,0.9890045916 [0.987873745480-0.990135437646]
3,2,0,-2,-1,1,2,3,2,5,2,-2,0,1,0.9909134623 [0.989861753017-0.991965171644]
3,1,0,-2,-1,1,2,4,2,5,2,-2,0,1,0.9890823433 [0.987951733504-0.990212953052]
3,2,0,-2,-1,1,2,4,2,5,2,-2,0,1,0.9909933948 [0.989941892675-0.992044896990]
2,1,0,-2,-1,0,2,4,2,5,2,-2,0,2,0.9922526248 [0.991128107439-0.993377142180]
2,1,0,-2,-1,0,1,4,2,5,2,-2,0,2,0.9922526248 [0.991128107439-0.993377142180]
3,1,0,-2,-1,0,2,3,2,5,2,-2,0,1,0.9890045916 [0.987873745480-0.990135437646]
3,1,0,-2,-1,0,1,3,2,5,2,-2,0,1,0.9890045916 [0.987873745480-0.990135437646]
3,2,0,-2,-1,0,2,3,2,5,2,-2,0,1,0.9909134623 [0.989861753017-0.991965171644]
3,2,0,-2,-1,0,1,3,2,5,2,-2,0,1,0.9909134623 [0.989861753017-0.991965171644]
3,1,0,-2,-1,0,2,4,2,5,2,-2,0,1,0.9890823433 [0.987951733504-0.990212953052]
3,1,0,-2,-1,0,1,4,2,5,2,-2,0,1,0.9890823433 [0.987951733504-0.990212953052]
3,2,0,-2,-1,0,2,4,2,5,2,-2,0,1,0.9909933948 [0.989941892675-0.992044896990]
3,2,0,-2,-1,0,1,4,2,5,2,-2,0,1,0.9909933948 [0.989941892675-0.992044896990]
2,1,0,-2,0,1,2,4,2,6,2,-2,0,1,0.9885129533 [0.987365742651-0.989660163904]
2,1,0,-2,-1,1,2,4,2,6,2,-2,0,1,0.9885129533 [0.987365742651-0.989660163904]
2,1,0,-2,-1,0,2,4,2,6,2,-2,0,1,0.9885129533 [0.987365742651-0.989660163904]
2,1,0,-2,-1,0,1,4,2,6,2,-2,0,1,0.9885129533 [0.987365742651-0.989660163904]
2,1,0,-1,0,1,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
3,1,0,-1,0,1,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-1,0,1,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
2,1,0,-2,0,1,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
2,1,0,-2,-1,1,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
3,1,0,-2,0,1,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-2,0,1,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
3,1,0,-2,-1,1,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-2,-1,1,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
2,1,0,-2,-1,0,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
3,1,0,-2,-1,0,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-2,-1,0,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
2,1,0,-1,0,2,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
3,1,0,-1,0,2,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-1,0,2,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
2,1,0,-2,0,2,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
2,1,0,-2,-1,2,3,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
3,1,0,-2,0,2,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-2,0,2,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
3,1,0,-2,-1,2,3,4,3,5,2,-2,0,1,0.9943733827 [0.993659403081-0.995087362221]
3,2,0,-2,-1,2,3,4,3,5,2,-2,0,1,0.9948871697 [0.994209664424-0.995564675020]
2,1,0,-1,0,1,2,4,3,5,2,-2,0,2,0.9958042189 [0.995103616930-0.996504820778]
2,1,0,-2,-1,0,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,0,1,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,0,2,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,1,2,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,1,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,1,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,1,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,1,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,1,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,0,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,0,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,2,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,2,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,3,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,2,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,3,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,4,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,2,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,2,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,3,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,2,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,3,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,0,4,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,2,3,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,2,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,3,4,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,2,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,4,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-2,-1,3,5,6,5,7,2,-2,-1,0,0.9870763348 [0.985617488882-0.988535180653]
2,1,0,-1,0,1,2,6,4,7,2,-2,-1,0,0.9893748742 [0.988306864944-0.990442883466]
2,1,0,-1,0,1,2,5,4,7,2,-2,-1,0,0.9893792550 [0.988311249134-0.990447260795]
3,1,0,-1,0,1,2,3,2,4,2,-2,-1,2,0.9919324830 [0.990770355808-0.993094610283]
3,2,0,-1,0,1,2,3,2,4,2,-2,-1,2,0.9930958927 [0.992017769960-0.994174015450]
4,1,0,-1,0,1,2,3,2,4,2,-2,-1,1,0.9882826872 [0.987100099684-0.989465274682]
5,1,0,-1,0,1,2,3,2,4,2,-2,-1,0,0.9706450735 [0.969128305749-0.972161841182]
4,2,0,-1,0,1,2,3,2,4,2,-2,-1,1,0.9905093856 [0.989410108941-0.991608662280]
4,3,0,-1,0,1,2,3,2,4,2,-2,-1,1,0.9903564113 [0.989268483656-0.991444338872]
5,2,0,-1,0,1,2,3,2,4,2,-2,-1,0,0.9737342335 [0.972249265896-0.975219201039]
5,3,0,-1,0,1,2,3,2,4,2,-2,-1,0,0.9746055904 [0.973100015781-0.976111164956]
5,4,0,-1,0,1,2,3,2,4,2,-2,-1,0,0.9739814087 [0.972476310858-0.975486506449]
3,1,0,-2,0,1,2,3,2,4,2,-2,-1,2,0.9919324830 [0.990770355808-0.993094610283]
3,2,0,-2,0,1,2,3,2,4,2,-2,-1,2,0.9930958927 [0.992017769960-0.994174015450]
4,1,0,-2,0,1,2,3,2,4,2,-2,-1,1,0.9882826872 [0.987100099684-0.989465274682]
5,1,0,-2,0,1,2,3,2,4,2,-2,-1,0,0.9706450735 [0.969128305749-0.972161841182]
4,2,0,-2,0,1,2,3,2,4,2,-2,-1,1,0.9905093856 [0.989410108941-0.991608662280]
5,2,0,-2,0,1,2,3,2,4,2,-2,-1,0,0.9737342335 [0.972249265896-0.975219201039]
4,3,0,-2,0,1,2,3,2,4,2,-2,-1,1,0.9903564113 [0.989268483656-0.991444338872]
5,3,0,-2,0,1,2,3,2,4,2,-2,-1,0,0.9746055904 [0.973100015781-0.976111164956]
5,4,0,-2,0,1,2,3,2,4,2,-2,-1,0,0.9739814087 [0.972476310858-0.975486506449]
3,1,0,-2,-1,1,2,3,2,4,2,-2,-1,2,0.9919324830 [0.990770355808-0.993094610283]
3,2,0,-2,-1,1,2,3,2,4,2,-2,-1,2,0.9930958927 [0.992017769960-0.994174015450]
