Candidate,Score,,,,
Solution,1118,,0.995785863,0.995059903,0.996511823
Solution,1119,,0.99578148,0.995055486,0.996507473
Solution,1120,,0.99578148,0.995055486,0.996507473
Solution,1121,,0.995800321,0.995074566,0.996526075
Solution,1122,,0.995800068,0.995074308,0.996525826
Solution,1123,,0.995623772,0.994875657,0.996371886
Solution,1124,,0.99561938,0.994871233,0.996367527
Solution,1125,,0.995602019,0.994853541,0.996350497
Solution,1126,,0.995631418,0.994883538,0.996379297
Solution,1127,,0.995631418,0.994883538,0.996379297
Solution,1128,,0.995627014,0.994879102,0.996374926
Solution,1129,,0.995627014,0.994879102,0.996374926
Solution,1130,,0.995609568,0.994861322,0.996357814
Solution,1131,,0.995609568,0.994861322,0.996357814
Solution,1132,,0.995785149,0.995059059,0.996511239
Solution,1133,,0.995784891,0.995058796,0.996510986
Solution,1134,,0.995780494,0.995054366,0.996506622
Solution,1135,,0.99562405,0.994875941,0.99637216
Solution,1136,,0.995623772,0.994875657,0.996371886
Solution,1137,,0.99561938,0.994871233,0.996367527
Solution,1138,,0.995602019,0.994853541,0.996350497
Solution,1139,,0.995544631,0.994795383,0.996293879
Solution,1140,,0.99447419,0.99371223,0.995236149
Solution,1141,,0.995527768,0.994778195,0.996277341
Solution,1142,,0.994458408,0.993695984,0.995220832
Solution,1143,,0.995545201,0.994795976,0.996294426
Solution,1144,,0.994478436,0.993716566,0.995240305
Solution,1145,,0.995528337,0.994778787,0.996277887
Solution,1146,,0.994462654,0.99370032,0.995224988
Solution,1147,,0.995775791,0.995049485,0.996502096
Solution,1148,,0.994767258,0.994028192,0.995506325
Solution,1149,,0.995771419,0.995045081,0.996497758
Solution,1150,,0.994757494,0.994018319,0.995496669
Solution,1151,,0.995637532,0.994889515,0.996385549
Solution,1152,,0.994653622,0.993893781,0.995413463
Solution,1153,,0.995633176,0.994885127,0.996381225
Solution,1154,,0.994643868,0.993883923,0.995403814
Solution,1155,,0.995616239,0.994867863,0.996364615
Solution,1156,,0.994628001,0.99386759,0.995388413
Solution,1157,,0.995627014,0.994879102,0.996374926
Solution,1158,,0.995627014,0.994879102,0.996374926
Solution,1159,,0.995609568,0.994861322,0.996357814
Solution,1160,,0.995609568,0.994861322,0.996357814
Solution,1161,,0.995587257,0.994838848,0.996335667
Solution,1162,,0.995587257,0.994838848,0.996335667
Solution,1163,,0.995569799,0.994821054,0.996318544
Solution,1164,,0.995569799,0.994821054,0.996318544
Solution,1165,,0.995627014,0.994879102,0.996374926
Solution,1166,,0.995627014,0.994879102,0.996374926
Solution,1167,,0.995627014,0.994879102,0.996374926
Solution,1168,,0.995609568,0.994861322,0.996357814
Solution,1169,,0.995609568,0.994861322,0.996357814
Solution,1170,,0.995609568,0.994861322,0.996357814
Solution,1171,,0.995587257,0.994838848,0.996335667
Solution,1172,,0.995587257,0.994838848,0.996335667
Solution,1173,,0.995587257,0.994838848,0.996335667
Solution,1174,,0.995569799,0.994821054,0.996318544
Solution,1175,,0.995569799,0.994821054,0.996318544
Solution,1176,,0.995569799,0.994821054,0.996318544
Solution,1177,,0.993246459,0.99231487,0.994178047
Solution,1178,,0.993246459,0.99231487,0.994178047
Solution,1179,,0.993246459,0.99231487,0.994178047
Solution,1180,,0.993236425,0.992304757,0.994168093
Solution,1181,,0.993236425,0.992304757,0.994168093
Solution,1182,,0.993236425,0.992304757,0.994168093
Solution,1183,,0.994250142,0.993327465,0.995172819
Solution,1184,,0.994250142,0.993327465,0.995172819
Solution,1185,,0.994250142,0.993327465,0.995172819
Solution,1186,,0.994238661,0.993315855,0.995161468
Solution,1187,,0.994238661,0.993315855,0.995161468
Solution,1188,,0.994238661,0.993315855,0.995161468
Solution,1189,,0.993254105,0.992322696,0.994185514
Solution,1190,,0.993254105,0.992322696,0.994185514
Solution,1191,,0.993254105,0.992322696,0.994185514
Solution,1192,,0.993244059,0.992312571,0.994175548
Solution,1193,,0.993244059,0.992312571,0.994175548
Solution,1194,,0.993244059,0.992312571,0.994175548
Solution,1195,,0.994210056,0.993286991,0.99513312
Solution,1196,,0.994210056,0.993286991,0.99513312
Solution,1197,,0.994210056,0.993286991,0.99513312
Solution,1198,,0.994198563,0.993275368,0.995121758
Solution,1199,,0.994198563,0.993275368,0.995121758
Solution,1200,,0.994198563,0.993275368,0.995121758
Solution,1201,,0.995627014,0.994879102,0.996374926
Solution,1202,,0.995627014,0.994879102,0.996374926
Solution,1203,,0.995609568,0.994861322,0.996357814
Solution,1204,,0.995609568,0.994861322,0.996357814
Solution,1205,,0.99558755,0.994839151,0.99633595
Solution,1206,,0.99558755,0.994839151,0.99633595
Solution,1207,,0.995570092,0.994821357,0.996318826
Solution,1208,,0.995570092,0.994821357,0.996318826
Solution,1209,,0.99558755,0.994839151,0.99633595
Solution,1210,,0.99558755,0.994839151,0.99633595
Solution,1211,,0.995570092,0.994821357,0.996318826
Solution,1212,,0.995570092,0.994821357,0.996318826
Solution,1213,,0.995627014,0.994879102,0.996374926
Solution,1214,,0.995627014,0.994879102,0.996374926
Solution,1215,,0.995627014,0.994879102,0.996374926
Solution,1216,,0.995609568,0.994861322,0.996357814
Solution,1217,,0.995609568,0.994861322,0.996357814
Solution,1218,,0.995609568,0.994861322,0.996357814
Solution,1219,,0.99558755,0.994839151,0.99633595
Solution,1220,,0.99558755,0.994839151,0.99633595
Solution,1221,,0.99558755,0.994839151,0.99633595
Solution,1222,,0.995570092,0.994821357,0.996318826
Solution,1223,,0.995570092,0.994821357,0.996318826
Solution,1224,,0.995570092,0.994821357,0.996318826
Solution,1225,,0.99558755,0.994839151,0.99633595
Solution,1226,,0.99558755,0.994839151,0.99633595
Solution,1227,,0.99558755,0.994839151,0.99633595
Solution,1228,,0.995570092,0.994821357,0.996318826
Solution,1229,,0.995570092,0.994821357,0.996318826
Solution,1230,,0.995570092,0.994821357,0.996318826
Solution,1231,,0.993246459,0.99231487,0.994178047
Solution,1232,,0.993246459,0.99231487,0.994178047
Solution,1233,,0.993246459,0.99231487,0.994178047
Solution,1234,,0.993236425,0.992304757,0.994168093
Solution,1235,,0.993236425,0.992304757,0.994168093
Solution,1236,,0.993236425,0.992304757,0.994168093
Solution,1237,,0.994250142,0.993327465,0.995172819
Solution,1238,,0.994250142,0.993327465,0.995172819
Solution,1239,,0.994250142,0.993327465,0.995172819
Solution,1240,,0.994238661,0.993315855,0.995161468
Solution,1241,,0.994238661,0.993315855,0.995161468
Solution,1242,,0.994238661,0.993315855,0.995161468
Solution,1243,,0.993254105,0.992322696,0.994185514
Solution,1244,,0.993254105,0.992322696,0.994185514
Solution,1245,,0.993254105,0.992322696,0.994185514
Solution,1246,,0.993244059,0.992312571,0.994175548
Solution,1247,,0.993244059,0.992312571,0.994175548
Solution,1248,,0.993244059,0.992312571,0.994175548
Solution,1249,,0.993254105,0.992322696,0.994185514
Solution,1250,,0.993254105,0.992322696,0.994185514
Solution,1251,,0.993254105,0.992322696,0.994185514
Solution,1252,,0.993244059,0.992312571,0.994175548
Solution,1253,,0.993244059,0.992312571,0.994175548
Solution,1254,,0.993244059,0.992312571,0.994175548
Solution,1255,,0.994210349,0.993287292,0.995133405
Solution,1256,,0.994210349,0.993287292,0.995133405
Solution,1257,,0.994210349,0.993287292,0.995133405
Solution,1258,,0.994198856,0.993275669,0.995122043
Solution,1259,,0.994198856,0.993275669,0.995122043
Solution,1260,,0.994198856,0.993275669,0.995122043
Solution,1261,,0.994210349,0.993287292,0.995133405
Solution,1262,,0.994210349,0.993287292,0.995133405
Solution,1263,,0.994210349,0.993287292,0.995133405
Solution,1264,,0.994198856,0.993275669,0.995122043
Solution,1265,,0.994198856,0.993275669,0.995122043
Solution,1266,,0.994198856,0.993275669,0.995122043
Solution,1267,,0.995784891,0.995058796,0.996510986
Solution,1268,,0.995784891,0.995058796,0.996510986
Solution,1269,,0.995780494,0.995054366,0.996506622
Solution,1270,,0.995780494,0.995054366,0.996506622
Solution,1271,,0.995785863,0.995059903,0.996511823
Solution,1272,,0.995785863,0.995059903,0.996511823
Solution,1273,,0.99578148,0.995055486,0.996507473
Solution,1274,,0.99578148,0.995055486,0.996507473
Solution,1275,,0.995785863,0.995059903,0.996511823
Solution,1276,,0.995785863,0.995059903,0.996511823
Solution,1277,,0.99578148,0.995055486,0.996507473
Solution,1278,,0.99578148,0.995055486,0.996507473
Solution,1279,,0.995800321,0.995074566,0.996526075
Solution,1280,,0.995800321,0.995074566,0.996526075
Solution,1281,,0.995800068,0.995074308,0.996525826
Solution,1282,,0.995800068,0.995074308,0.996525826
Solution,1283,,0.995784891,0.995058796,0.996510986
Solution,1284,,0.995784891,0.995058796,0.996510986
Solution,1285,,0.995784891,0.995058796,0.996510986
Solution,1286,,0.995780494,0.995054366,0.996506622
Solution,1287,,0.995780494,0.995054366,0.996506622
Solution,1288,,0.995780494,0.995054366,0.996506622
Solution,1289,,0.995785863,0.995059903,0.996511823
Solution,1290,,0.995785863,0.995059903,0.996511823
Solution,1291,,0.995785863,0.995059903,0.996511823
Solution,1292,,0.99578148,0.995055486,0.996507473
Solution,1293,,0.99578148,0.995055486,0.996507473
Solution,1294,,0.99578148,0.995055486,0.996507473
Solution,1295,,0.995785863,0.995059903,0.996511823
Solution,1296,,0.995785863,0.995059903,0.996511823
Solution,1297,,0.995785863,0.995059903,0.996511823
Solution,1298,,0.99578148,0.995055486,0.996507473
Solution,1299,,0.99578148,0.995055486,0.996507473
Solution,1300,,0.99578148,0.995055486,0.996507473
Solution,1301,,0.995800321,0.995074566,0.996526075
Solution,1302,,0.995800321,0.995074566,0.996526075
Solution,1303,,0.995800321,0.995074566,0.996526075
Solution,1304,,0.995800068,0.995074308,0.996525826
Solution,1305,,0.995800068,0.995074308,0.996525826
Solution,1306,,0.995800068,0.995074308,0.996525826
Solution,1307,,0.993400073,0.992484631,0.994315516
Solution,1308,,0.993400073,0.992484631,0.994315516
Solution,1309,,0.993400073,0.992484631,0.994315516
Solution,1310,,0.993399677,0.992484229,0.994315124
Solution,1311,,0.993399677,0.992484229,0.994315124
Solution,1312,,0.993399677,0.992484229,0.994315124
Solution,1313,,0.994403859,0.993497434,0.995310284
Solution,1314,,0.994403859,0.993497434,0.995310284
Solution,1315,,0.994403859,0.993497434,0.995310284
Solution,1316,,0.994399697,0.993493249,0.995306145
Solution,1317,,0.994399697,0.993493249,0.995306145
Solution,1318,,0.994399697,0.993493249,0.995306145
Solution,1319,,0.993404174,0.992488809,0.994319539
Solution,1320,,0.993404174,0.992488809,0.994319539
Solution,1321,,0.993404174,0.992488809,0.994319539
Solution,1322,,0.993403791,0.992488422,0.994319159
Solution,1323,,0.993403791,0.992488422,0.994319159
Solution,1324,,0.993403791,0.992488422,0.994319159
Solution,1325,,0.993404174,0.992488809,0.994319539
Solution,1326,,0.993404174,0.992488809,0.994319539
Solution,1327,,0.993404174,0.992488809,0.994319539
Solution,1328,,0.993403791,0.992488422,0.994319159
Solution,1329,,0.993403791,0.992488422,0.994319159
Solution,1330,,0.993403791,0.992488422,0.994319159
Solution,1331,,0.994404694,0.993498373,0.995311014
Solution,1332,,0.994404694,0.993498373,0.995311014
Solution,1333,,0.994404694,0.993498373,0.995311014
Solution,1334,,0.994400545,0.993494202,0.995306889
Solution,1335,,0.994400545,0.993494202,0.995306889
Solution,1336,,0.994400545,0.993494202,0.995306889
Solution,1337,,0.994404694,0.993498373,0.995311014
Solution,1338,,0.994404694,0.993498373,0.995311014
Solution,1339,,0.994404694,0.993498373,0.995311014
Solution,1340,,0.994400545,0.993494202,0.995306889
Solution,1341,,0.994400545,0.993494202,0.995306889
Solution,1342,,0.994400545,0.993494202,0.995306889
Solution,1343,,0.993413505,0.992498202,0.994328808
Solution,1344,,0.993413505,0.992498202,0.994328808
Solution,1345,,0.993413505,0.992498202,0.994328808
Solution,1346,,0.993413421,0.992498116,0.994328725
Solution,1347,,0.993413421,0.992498116,0.994328725
Solution,1348,,0.993413421,0.992498116,0.994328725
Solution,1349,,0.994413108,0.993506809,0.995319406
Solution,1350,,0.994413108,0.993506809,0.995319406
Solution,1351,,0.994413108,0.993506809,0.995319406
Solution,1352,,0.994412855,0.993506553,0.995319156
Solution,1353,,0.994412855,0.993506553,0.995319156
Solution,1354,,0.994412855,0.993506553,0.995319156
Solution,1355,,0.995623772,0.994875657,0.996371886
Solution,1356,,0.995623772,0.994875657,0.996371886
Solution,1357,,0.995623772,0.994875657,0.996371886
Solution,1358,,0.99561938,0.994871233,0.996367527
Solution,1359,,0.99561938,0.994871233,0.996367527
Solution,1360,,0.99561938,0.994871233,0.996367527
Solution,1361,,0.995602019,0.994853541,0.996350497
Solution,1362,,0.995602019,0.994853541,0.996350497
Solution,1363,,0.995602019,0.994853541,0.996350497
Solution,1364,,0.995631418,0.994883538,0.996379297
Solution,1365,,0.995631418,0.994883538,0.996379297
Solution,1366,,0.995631418,0.994883538,0.996379297
Solution,1367,,0.995627014,0.994879102,0.996374926
Solution,1368,,0.995627014,0.994879102,0.996374926
Solution,1369,,0.995627014,0.994879102,0.996374926
Solution,1370,,0.995609568,0.994861322,0.996357814
Solution,1371,,0.995609568,0.994861322,0.996357814
Solution,1372,,0.995609568,0.994861322,0.996357814
Solution,1373,,0.995631418,0.994883538,0.996379297
Solution,1374,,0.995631418,0.994883538,0.996379297
Solution,1375,,0.995631418,0.994883538,0.996379297
Solution,1376,,0.995627014,0.994879102,0.996374926
Solution,1377,,0.995627014,0.994879102,0.996374926
Solution,1378,,0.995627014,0.994879102,0.996374926
Solution,1379,,0.995609568,0.994861322,0.996357814
Solution,1380,,0.995609568,0.994861322,0.996357814
Solution,1381,,0.995609568,0.994861322,0.996357814
Solution,1382,,0.995785149,0.995059059,0.996511239
Solution,1383,,0.995785149,0.995059059,0.996511239
Solution,1384,,0.995785149,0.995059059,0.996511239
Solution,1385,,0.99562405,0.994875941,0.99637216
Solution,1386,,0.99562405,0.994875941,0.99637216
Solution,1387,,0.99562405,0.994875941,0.99637216
Solution,1388,,0.995784891,0.995058796,0.996510986
Solution,1389,,0.995780494,0.995054366,0.996506622
Solution,1390,,0.995623772,0.994875657,0.996371886
Solution,1391,,0.99561938,0.994871233,0.996367527
Solution,1392,,0.995602019,0.994853541,0.996350497
Solution,1393,,0.99562405,0.994875941,0.99637216
Solution,1394,,0.995784891,0.995058796,0.996510986
Solution,1395,,0.995784891,0.995058796,0.996510986
Solution,1396,,0.995780494,0.995054366,0.996506622
Solution,1397,,0.995780494,0.995054366,0.996506622
Solution,1398,,0.995623772,0.994875657,0.996371886
Solution,1399,,0.99561938,0.994871233,0.996367527
Solution,1400,,0.995602019,0.994853541,0.996350497
Solution,1401,,0.995623772,0.994875657,0.996371886
Solution,1402,,0.99561938,0.994871233,0.996367527
Solution,1403,,0.995602019,0.994853541,0.996350497
Solution,1404,,0.995623772,0.994875657,0.996371886
Solution,1405,,0.99561938,0.994871233,0.996367527
Solution,1406,,0.995602019,0.994853541,0.996350497
Solution,1407,,0.995623772,0.994875657,0.996371886
Solution,1408,,0.99561938,0.994871233,0.996367527
Solution,1409,,0.995602019,0.994853541,0.996350497
Solution,1410,,0.995623772,0.994875657,0.996371886
Solution,1411,,0.995623772,0.994875657,0.996371886
Solution,1412,,0.995623772,0.994875657,0.996371886
Solution,1413,,0.995623772,0.994875657,0.996371886
Solution,1414,,0.995623772,0.994875657,0.996371886
Solution,1415,,0.99561938,0.994871233,0.996367527
Solution,1416,,0.99561938,0.994871233,0.996367527
Solution,1417,,0.99561938,0.994871233,0.996367527
Solution,1418,,0.99561938,0.994871233,0.996367527
Solution,1419,,0.99561938,0.994871233,0.996367527
Solution,1420,,0.995602019,0.994853541,0.996350497
Solution,1421,,0.995602019,0.994853541,0.996350497
Solution,1422,,0.995602019,0.994853541,0.996350497
Solution,1423,,0.995602019,0.994853541,0.996350497
Solution,1424,,0.995602019,0.994853541,0.996350497
Solution,1425,,0.995631418,0.994883538,0.996379297
Solution,1426,,0.995631418,0.994883538,0.996379297
Solution,1427,,0.995627014,0.994879102,0.996374926
Solution,1428,,0.995627014,0.994879102,0.996374926
Solution,1429,,0.995609568,0.994861322,0.996357814
Solution,1430,,0.995609568,0.994861322,0.996357814
Solution,1431,,0.995631418,0.994883538,0.996379297
Solution,1432,,0.995631418,0.994883538,0.996379297
Solution,1433,,0.995631418,0.994883538,0.996379297
Solution,1434,,0.995631418,0.994883538,0.996379297
Solution,1435,,0.995631418,0.994883538,0.996379297
Solution,1436,,0.995631418,0.994883538,0.996379297
Solution,1437,,0.995631418,0.994883538,0.996379297
Solution,1438,,0.995631418,0.994883538,0.996379297
Solution,1439,,0.995631418,0.994883538,0.996379297
Solution,1440,,0.995631418,0.994883538,0.996379297
Solution,1441,,0.995627014,0.994879102,0.996374926
Solution,1442,,0.995627014,0.994879102,0.996374926
Solution,1443,,0.995627014,0.994879102,0.996374926
Solution,1444,,0.995627014,0.994879102,0.996374926
Solution,1445,,0.995627014,0.994879102,0.996374926
Solution,1446,,0.995627014,0.994879102,0.996374926
Solution,1447,,0.995627014,0.994879102,0.996374926
Solution,1448,,0.995627014,0.994879102,0.996374926
Solution,1449,,0.995627014,0.994879102,0.996374926
Solution,1450,,0.995627014,0.994879102,0.996374926
Solution,1451,,0.995609568,0.994861322,0.996357814
Solution,1452,,0.995609568,0.994861322,0.996357814
Solution,1453,,0.995609568,0.994861322,0.996357814
Solution,1454,,0.995609568,0.994861322,0.996357814
Solution,1455,,0.995609568,0.994861322,0.996357814
Solution,1456,,0.995609568,0.994861322,0.996357814
Solution,1457,,0.995609568,0.994861322,0.996357814
Solution,1458,,0.995609568,0.994861322,0.996357814
Solution,1459,,0.995609568,0.994861322,0.996357814
Solution,1460,,0.995609568,0.994861322,0.996357814
Solution,1461,,0.995785149,0.995059059,0.996511239
Solution,1462,,0.99562405,0.994875941,0.99637216
Solution,1463,,0.995784891,0.995058796,0.996510986
Solution,1464,,0.995780494,0.995054366,0.996506622
Solution,1465,,0.995623772,0.994875657,0.996371886
Solution,1466,,0.99561938,0.994871233,0.996367527
Solution,1467,,0.995602019,0.994853541,0.996350497
Solution,1468,,0.995785149,0.995059059,0.996511239
Solution,1469,,0.995785149,0.995059059,0.996511239
Solution,1470,,0.995785149,0.995059059,0.996511239
Solution,1471,,0.995785149,0.995059059,0.996511239
Solution,1472,,0.995785149,0.995059059,0.996511239
Solution,1473,,0.99562405,0.994875941,0.99637216
Solution,1474,,0.99562405,0.994875941,0.99637216
Solution,1475,,0.99562405,0.994875941,0.99637216
Solution,1476,,0.99562405,0.994875941,0.99637216
Solution,1477,,0.99562405,0.994875941,0.99637216
Solution,1478,,0.99562405,0.994875941,0.99637216
Solution,1479,,0.99562405,0.994875941,0.99637216
Solution,1480,,0.99562405,0.994875941,0.99637216
Solution,1481,,0.995784891,0.995058796,0.996510986
Solution,1482,,0.995623772,0.994875657,0.996371886
Solution,1483,,0.995780494,0.995054366,0.996506622
Solution,1484,,0.99561938,0.994871233,0.996367527
Solution,1485,,0.995602019,0.994853541,0.996350497
Solution,1486,,0.995784891,0.995058796,0.996510986
Solution,1487,,0.995623772,0.994875657,0.996371886
Solution,1488,,0.995623772,0.994875657,0.996371886
Solution,1489,,0.995780494,0.995054366,0.996506622
Solution,1490,,0.99561938,0.994871233,0.996367527
Solution,1491,,0.99561938,0.994871233,0.996367527
Solution,1492,,0.995602019,0.994853541,0.996350497
Solution,1493,,0.995602019,0.994853541,0.996350497
Solution,1494,,0.995784891,0.995058796,0.996510986
Solution,1495,,0.995623772,0.994875657,0.996371886
Solution,1496,,0.995780494,0.995054366,0.996506622
Solution,1497,,0.99561938,0.994871233,0.996367527
Solution,1498,,0.995602019,0.994853541,0.996350497
Solution,1499,,0.99562405,0.994875941,0.99637216
Solution,1500,,0.995784891,0.995058796,0.996510986
Solution,1501,,0.995623772,0.994875657,0.996371886
Solution,1502,,0.995623772,0.994875657,0.996371886
Solution,1503,,0.995784891,0.995058796,0.996510986
Solution,1504,,0.995623772,0.994875657,0.996371886
Solution,1505,,0.995623772,0.994875657,0.996371886
Solution,1506,,0.995623772,0.994875657,0.996371886
Solution,1507,,0.995780494,0.995054366,0.996506622
Solution,1508,,0.99561938,0.994871233,0.996367527
Solution,1509,,0.99561938,0.994871233,0.996367527
Solution,1510,,0.995780494,0.995054366,0.996506622
Solution,1511,,0.99561938,0.994871233,0.996367527
Solution,1512,,0.99561938,0.994871233,0.996367527
Solution,1513,,0.99561938,0.994871233,0.996367527
Solution,1514,,0.995602019,0.994853541,0.996350497
Solution,1515,,0.995602019,0.994853541,0.996350497
Solution,1516,,0.995602019,0.994853541,0.996350497
Solution,1517,,0.995602019,0.994853541,0.996350497
Solution,1518,,0.995602019,0.994853541,0.996350497
Solution,1519,,0.993246765,0.992315179,0.994178351
Solution,1520,,0.993246373,0.992314783,0.994177964
Solution,1521,,0.993236425,0.992304757,0.994168093
Solution,1522,,0.994246665,0.993323824,0.995169504
Solution,1523,,0.994242508,0.993319645,0.99516537
Solution,1524,,0.994231113,0.993308123,0.995154102
Solution,1525,,0.993246765,0.992315179,0.994178351
Solution,1526,,0.993246373,0.992314783,0.994177964
Solution,1527,,0.993236425,0.992304757,0.994168093
Solution,1528,,0.993246765,0.992315179,0.994178351
Solution,1529,,0.993246373,0.992314783,0.994177964
Solution,1530,,0.993236425,0.992304757,0.994168093
Solution,1531,,0.994246665,0.993323824,0.995169504
Solution,1532,,0.994242508,0.993319645,0.99516537
Solution,1533,,0.994231113,0.993308123,0.995154102
Solution,1534,,0.994246665,0.993323824,0.995169504
Solution,1535,,0.994242508,0.993319645,0.99516537
Solution,1536,,0.994231113,0.993308123,0.995154102
Solution,1537,,0.993246765,0.992315179,0.994178351
Solution,1538,,0.993246373,0.992314783,0.994177964
Solution,1539,,0.993236425,0.992304757,0.994168093
Solution,1540,,0.993246765,0.992315179,0.994178351
Solution,1541,,0.993246373,0.992314783,0.994177964
Solution,1542,,0.993236425,0.992304757,0.994168093
Solution,1543,,0.993246765,0.992315179,0.994178351
Solution,1544,,0.993246373,0.992314783,0.994177964
Solution,1545,,0.993236425,0.992304757,0.994168093
Solution,1546,,0.994246665,0.993323824,0.995169504
Solution,1547,,0.994242508,0.993319645,0.99516537
Solution,1548,,0.994231113,0.993308123,0.995154102
Solution,1549,,0.994246665,0.993323824,0.995169504
Solution,1550,,0.994242508,0.993319645,0.99516537
Solution,1551,,0.994231113,0.993308123,0.995154102
Solution,1552,,0.994246665,0.993323824,0.995169504
Solution,1553,,0.994242508,0.993319645,0.99516537
Solution,1554,,0.994231113,0.993308123,0.995154102
Solution,1555,,0.993246863,0.992315278,0.994178446
Solution,1556,,0.993246863,0.992315278,0.994178446
Solution,1557,,0.993246459,0.99231487,0.994178047
Solution,1558,,0.993246459,0.99231487,0.994178047
Solution,1559,,0.993236425,0.992304757,0.994168093
Solution,1560,,0.993236425,0.992304757,0.994168093
Solution,1561,,0.994254311,0.993331656,0.995176965
Solution,1562,,0.994254311,0.993331656,0.995176965
Solution,1563,,0.994250142,0.993327465,0.995172819
Solution,1564,,0.994250142,0.993327465,0.995172819
Solution,1565,,0.994238661,0.993315855,0.995161468
Solution,1566,,0.994238661,0.993315855,0.995161468
Solution,1567,,0.993246863,0.992315278,0.994178446
Solution,1568,,0.993246863,0.992315278,0.994178446
Solution,1569,,0.993246459,0.99231487,0.994178047
Solution,1570,,0.993246459,0.99231487,0.994178047
Solution,1571,,0.993236425,0.992304757,0.994168093
Solution,1572,,0.993236425,0.992304757,0.994168093
Solution,1573,,0.993246863,0.992315278,0.994178446
Solution,1574,,0.993246863,0.992315278,0.994178446
Solution,1575,,0.993246459,0.99231487,0.994178047
Solution,1576,,0.993246459,0.99231487,0.994178047
Solution,1577,,0.993236425,0.992304757,0.994168093
Solution,1578,,0.993236425,0.992304757,0.994168093
Solution,1579,,0.994254311,0.993331656,0.995176965
Solution,1580,,0.994254311,0.993331656,0.995176965
Solution,1581,,0.994250142,0.993327465,0.995172819
Solution,1582,,0.994250142,0.993327465,0.995172819
Solution,1583,,0.994238661,0.993315855,0.995161468
Solution,1584,,0.994238661,0.993315855,0.995161468
Solution,1585,,0.994254311,0.993331656,0.995176965
Solution,1586,,0.994254311,0.993331656,0.995176965
Solution,1587,,0.994250142,0.993327465,0.995172819
Solution,1588,,0.994250142,0.993327465,0.995172819
Solution,1589,,0.994238661,0.993315855,0.995161468
Solution,1590,,0.994238661,0.993315855,0.995161468
Solution,1591,,0.993246863,0.992315278,0.994178446
Solution,1592,,0.993246863,0.992315278,0.994178446
Solution,1593,,0.993246459,0.99231487,0.994178047
Solution,1594,,0.993246459,0.99231487,0.994178047
Solution,1595,,0.993236425,0.992304757,0.994168093
Solution,1596,,0.993236425,0.992304757,0.994168093
Solution,1597,,0.993246863,0.992315278,0.994178446
Solution,1598,,0.993246863,0.992315278,0.994178446
Solution,1599,,0.993246459,0.99231487,0.994178047
Solution,1600,,0.993246459,0.99231487,0.994178047
Solution,1601,,0.993236425,0.992304757,0.994168093
Solution,1602,,0.993236425,0.992304757,0.994168093
Solution,1603,,0.993246863,0.992315278,0.994178446
Solution,1604,,0.993246863,0.992315278,0.994178446
Solution,1605,,0.993246459,0.99231487,0.994178047
Solution,1606,,0.993246459,0.99231487,0.994178047
Solution,1607,,0.993236425,0.992304757,0.994168093
Solution,1608,,0.993236425,0.992304757,0.994168093
Solution,1609,,0.994254311,0.993331656,0.995176965
Solution,1610,,0.994254311,0.993331656,0.995176965
Solution,1611,,0.994250142,0.993327465,0.995172819
Solution,1612,,0.994250142,0.993327465,0.995172819
Solution,1613,,0.994238661,0.993315855,0.995161468
Solution,1614,,0.994238661,0.993315855,0.995161468
Solution,1615,,0.994254311,0.993331656,0.995176965
Solution,1616,,0.994254311,0.993331656,0.995176965
Solution,1617,,0.994250142,0.993327465,0.995172819
Solution,1618,,0.994250142,0.993327465,0.995172819
Solution,1619,,0.994238661,0.993315855,0.995161468
Solution,1620,,0.994238661,0.993315855,0.995161468
Solution,1621,,0.994254311,0.993331656,0.995176965
Solution,1622,,0.994254311,0.993331656,0.995176965
Solution,1623,,0.994250142,0.993327465,0.995172819
Solution,1624,,0.994250142,0.993327465,0.995172819
Solution,1625,,0.994238661,0.993315855,0.995161468
Solution,1626,,0.994238661,0.993315855,0.995161468
Solution,1627,,0.993400163,0.992484722,0.994315603
Solution,1628,,0.993246875,0.992315291,0.994178458
Solution,1629,,0.993400073,0.992484631,0.994315516
Solution,1630,,0.993246765,0.992315179,0.994178351
Solution,1631,,0.993399677,0.992484229,0.994315124
Solution,1632,,0.993246373,0.992314783,0.994177964
Solution,1633,,0.993236425,0.992304757,0.994168093
Solution,1634,,0.994404117,0.993497695,0.995310539
Solution,1635,,0.994246943,0.993324107,0.995169779
Solution,1636,,0.994403859,0.993497434,0.995310284
Solution,1637,,0.994246665,0.993323824,0.995169504
Solution,1638,,0.994399697,0.993493249,0.995306145
Solution,1639,,0.994242508,0.993319645,0.99516537
Solution,1640,,0.994231113,0.993308123,0.995154102
Solution,1641,,0.993400163,0.992484722,0.994315603
Solution,1642,,0.993246875,0.992315291,0.994178458
Solution,1643,,0.993400073,0.992484631,0.994315516
Solution,1644,,0.993246765,0.992315179,0.994178351
Solution,1645,,0.993399677,0.992484229,0.994315124
Solution,1646,,0.993246373,0.992314783,0.994177964
Solution,1647,,0.993236425,0.992304757,0.994168093
Solution,1648,,0.993400163,0.992484722,0.994315603
Solution,1649,,0.993246875,0.992315291,0.994178458
Solution,1650,,0.993246875,0.992315291,0.994178458
Solution,1651,,0.993400073,0.992484631,0.994315516
Solution,1652,,0.993246765,0.992315179,0.994178351
Solution,1653,,0.993246765,0.992315179,0.994178351
Solution,1654,,0.993399677,0.992484229,0.994315124
Solution,1655,,0.993246373,0.992314783,0.994177964
